oem,device, model,rssi correction,tx,calibration confidence
motorola,choles,XT701,4,-23,1
motorola,umts_sholes,XT702,4,-23,1
motorola,choi,XT711,4,-23,1
motorola,sholest,XT720,4,-23,1
motorola,umts_sholes,XT720,4,-23,1
motorola,titanium,XT800,4,-23,1
motorola,cg_tita2,XT800+,4,-23,1
motorola,ttu_skt,XT800W,4,-23,1
motorola,qilin,XT806,4,-23,1
motorola,condor_cdma,XT830C,4,-23,1
motorola,umts_solana,XT860,4,-23,1
motorola,cdma_yangtze,XT881,4,-23,1
motorola,swordfish,XT882,4,-23,1
motorola,umts_yangtze,XT885,4,-23,1
motorola,umts_yangtze,XT886,4,-23,1
motorola,smi,XT890,4,-23,1
motorola,asanti_c,XT897,4,-23,1
motorola,asanti_c,XT897S,4,-23,1
motorola,solstice,XT901,4,-23,1
motorola,scorpion_mini_u,XT905,4,-23,1
motorola,smq_u,XT905,4,-23,1
motorola,scorpion_mini,XT907,4,-23,1
motorola,smq,XT907,4,-23,1
motorola,umts_spyder,XT910,4,-23,1
motorola,umts_spyder,XT910K,4,-23,1
motorola,umts_spyder,XT910S,4,-23,1
motorola,hawk35_umts,XT914,4,-23,1
motorola,hawk35_umts,XT915,4,-23,1
motorola,hawk35_umts,XT916,4,-23,1
motorola,hawk35_umts,XT918,4,-23,1
motorola,hawk40_umts,XT919,4,-23,1
motorola,hawk40_umts,XT920,4,-23,1
motorola,vanquish_u,XT925,4,-23,1
motorola,falcon_cdma,XT937C,4,-23,1
motorola,falcon_umts,XT939G,4,-23,1
motorola,wingray,Xoom,4,-23,1
motorola,stingray,Xoom,4,-23,1
motorola,calgary,calgary,4,-23,1
motorola,destino,i867,4,-23,1
motorola,fawnridge,i940,4,-23,1
motorola,morrison,morrison,4,-23,1
motorola,ginna,moto e,4,-23,1
motorola,pokerp,moto e(6) plus,4,-23,1
motorola,pokerp,moto e(6s),4,-23,1
motorola,nora_8917,moto e5,4,-23,1
motorola,nora_8917_n,moto e5,4,-23,1
motorola,nora,moto e5 (XT1920DL),4,-23,1
motorola,james,moto e5 cruise,4,-23,1
motorola,rjames_go,moto e5 go,4,-23,1
motorola,pettyl,moto e5 play,1,-27,3
motorola,rjames_f,moto e5 play,3,-18,3
motorola,james,moto e5 play,2,-22,1
motorola,hannah,moto e5 plus,4,-23,1
motorola,rhannah,moto e5 plus,4,-23,1
motorola,ahannah,moto e5 plus,4,-23,1
motorola,hannah,moto e5 supra,4,-23,1
motorola,fiji,moto e6,4,-23,1
motorola,surfna,moto e6,4,-23,1
motorola,surfna,moto e6 (XT2005DL),4,-23,1
motorola,bali,moto e6 play,4,-23,1
motorola,fiji,moto e6s,4,-23,1
motorola,rav,moto g fast,4,-23,1
motorola,sofia,moto g power,4,-23,1
motorola,sofia,moto g power (XT2041DL),4,-23,1
motorola,sofiap,moto g stylus,4,-23,1
motorola,ali_n,moto g(6),4,-23,1
motorola,river,moto g(6),3,-18,1
motorola,channel,moto g(6),4,-23,1
motorola,ali,moto g(6),4,-23,1
motorola,surfna,moto g(6),4,-23,1
motorola,ali,moto g(6) (XT1925DL),4,-23,1
motorola,aljeter_n,moto g(6) play,4,-23,1
motorola,aljeter,moto g(6) play,4,-23,1
motorola,ocean,moto g(6) play,4,-23,1
motorola,jeter,moto g(6) play,3,-20,3
motorola,lake_n,moto g(6) plus,4,-23,1
motorola,evert,moto g(6) plus,4,-23,1
motorola,evert_n,moto g(6) plus,4,-23,1
motorola,evert_nt,moto g(6) plus,4,-23,1
motorola,river_n,moto g(7),3,-18,1
motorola,doha,moto g(7),4,-23,1
motorola,river,moto g(7),3,-18,3
motorola,channel,moto g(7) optimo (XT1952DL),4,-23,1
motorola,ocean,moto g(7) optimo maxx(XT1955DL),4,-23,1
motorola,lima,moto g(7) play,4,-23,1
motorola,channel,moto g(7) play,4,-23,1
motorola,lake_n,moto g(7) plus,4,-23,1
motorola,ocean_n,moto g(7) power,4,-23,1
motorola,ocean,moto g(7) power,4,-23,1
motorola,ocean_t,moto g(7) power,4,-23,1
motorola,ocean,moto g(7) supra,4,-23,1
motorola,rav,moto g(8),4,-23,1
motorola,lima,moto g(8) play,4,-23,1
motorola,doha_n,moto g(8) plus,4,-23,1
motorola,doha,moto g(8) plus,4,-23,1
motorola,sofiar,moto g(8) power,4,-23,1
motorola,blackjack,moto g(8) power lite,4,-23,1
motorola,blackjack,moto g8 power lite,4,-23,1
motorola,chef_sprout,moto x4,2,-22,1
motorola,payton_sprout,moto x4,2,-23,1
motorola,payton,moto x4,2,-23,3
motorola,messi,moto z3,4,-26,3
motorola,foles,moto z4,10,-34,3
motorola,parker,moto z4,4,-23,1
motorola,racer,motorola edge,4,-23,1
motorola,burton,motorola edge plus,4,-23,1
motorola,deen_sprout,motorola one,4,-21,3
motorola,troika,motorola one action,4,-23,1
motorola,troika_sprout,motorola one action,4,-23,1
motorola,def,motorola one hyper,4,-23,1
motorola,lima,motorola one macro,4,-23,1
motorola,chef_sprout,motorola one power,2,-22,3
motorola,kane_sprout,motorola one vision,4,-23,1
motorola,doha_n,motorola one vision plus,4,-23,1
motorola,parker,motorola one zoom,4,-23,1
motorola,olson,motorola razr,4,-23,1
motorola,titan_umtsds,titan_niibr_ds,4,-23,1
motorola,titan_udstv,titan_retbr_dstv,4,-23,1
motorola,umts_sholes,umts,4,-23,1
motorola,umts_jordan,unknown,4,-23,1
nokia,Nokia_N1,N1,5,-23,1
nokia,NBL,Nebula,5,-23,1
nokia,FRT,Nokia 1,2,-24,3
nokia,ANT,Nokia 1 Plus,5,-23,1
nokia,DRX,Nokia 1.3,5,-23,1
nokia,E1M,Nokia 2,5,-23,1
nokia,EVW,Nokia 2 V,5,-23,1
nokia,E2M,Nokia 2.1,2,-29,3
nokia,WSP_sprout,Nokia 2.2,5,-23,1
nokia,IRM_sprout,Nokia 2.3,5,-23,1
nokia,DPL_VZW,Nokia 3 V,5,-23,1
nokia,ES2N_sprout,Nokia 3.1,5,-24,1
nokia,ES2_sprout,Nokia 3.1,5,-24,3
nokia,EAG,Nokia 3.1 A,5,-23,1
nokia,EAG,Nokia 3.1 C,5,-23,1
nokia,ROO,Nokia 3.1 Plus,5,-23,1
nokia,ROON_sprout,Nokia 3.1 Plus,5,-23,1
nokia,RHD,Nokia 3.1 Plus,5,-23,1
nokia,ROO_sprout,Nokia 3.1 Plus,5,-23,1
nokia,DPL_sprout,Nokia 3.2,5,-23,1
nokia,PAN_sprout,Nokia 4.2,5,-23,1
nokia,CO2N_sprout,Nokia 5.1,5,-23,1
nokia,CO2_sprout,Nokia 5.1,5,-23,1
nokia,PDA_sprout,Nokia 5.1 Plus,5,-23,1
nokia,CAP,Nokia 5.3,5,-23,1
nokia,CAP_sprout,Nokia 5.3,5,-23,1
nokia,PL2_sprout,Nokia 6.1,5,-23,1
nokia,PL2,Nokia 6.1,7,-26,1
nokia,DRG_sprout,Nokia 6.1 Plus,6,-26,3
nokia,SLDA_sprout,Nokia 6.2,5,-23,1
nokia,SLD_sprout,Nokia 6.2,5,-23,1
nokia,B2N_sprout,Nokia 7 plus,5,-23,3
nokia,B2N,Nokia 7 plus,5,-23,1
nokia,CTL_sprout,Nokia 7.1,6,-26,3
nokia,DDVA_sprout,Nokia 7.2,3,-8,1
nokia,DDV_sprout,Nokia 7.2,3,-8,3
nokia,A1N,Nokia 8 Sirocco,10,-30,1
nokia,A1N_sprout,Nokia 8 Sirocco,10,-30,3
nokia,PNX_sprout,Nokia 8.1,5,-23,1
nokia,PNXN,Nokia 8.1,5,-23,1
nokia,AOP_sprout,Nokia 9,5,-23,1
nokia,AOP,Nokia 9,5,-23,1
nokia,RKU,Nokia C1,5,-23,1
nokia,NBL,Nokia C2,5,-23,1
nokia,PDA,Nokia X5,5,-23,1
nokia,DRG,Nokia X6,5,-23,1
nokia,PNX,Nokia X7,5,-23,1
nokia,TAS,Nokia X71,5,-23,1
nokia,D1C,TA-1000,5,-21,1
nokia,D1C,TA-1003,5,-21,1
nokia,NB1,TA-1004,5,-23,1
nokia,NB1,TA-1012,5,-23,1
nokia,NE1,TA-1020,5,-23,1
nokia,PLE,TA-1021,2,-17,1
nokia,ND1,TA-1024,5,-23,1
nokia,PLE,TA-1025,2,-17,3
nokia,ND1,TA-1027,5,-23,1
nokia,NE1,TA-1028,5,-23,1
nokia,NE1,TA-1032,5,-23,1
nokia,PLE,TA-1033,2,-17,1
nokia,NE1,TA-1038,5,-23,1
nokia,PLE,TA-1039,2,-17,1
nokia,C1N,TA-1041,5,-23,1
nokia,ND1,TA-1044,5,-23,1
nokia,NB1,TA-1052,5,-23,1
nokia,ND1,TA-1053,5,-23,1
nokia,PL2,TA-1054,7,-26,3
oneplus,A0001,A0001,4,-25,1
oneplus,OnePlus7,GM1905,4,-25,1
oneplus,OnePlus7ProTMO,GM1915,4,-25,1
oneplus,OnePlus7Pro,GM1917,4,-25,1
oneplus,OnePlus7ProNR,GM1920,4,-25,1
oneplus,OP7ProNRSpr,GM1925,4,-25,1
oneplus,OnePlus7T,HD1905,4,-25,1
oneplus,OnePlus7TTMO,HD1907,4,-25,1
oneplus,OnePlus7TPro,HD1913,4,-25,1
oneplus,OnePlus7TProNR,HD1925,4,-25,1
oneplus,OnePlus8,IN2013,4,-25,1
oneplus,OnePlus8TMO,IN2017,4,-25,1
oneplus,OnePlus8VZW,IN2019,4,-25,1
oneplus,OnePlus8Pro,IN2023,4,-25,1
oneplus,OnePlus2,ONE A2003,4,-25,1
oneplus,OnePlus,ONE E1003,4,-25,1
oneplus,OnePlus3,ONEPLUS A3000,4,-25,1
oneplus,OnePlus3T,ONEPLUS A3000,4,-25,1
oneplus,OnePlus5,ONEPLUS A5000,6,-25,3
oneplus,OnePlus5T,ONEPLUS A5010,3,-22,3
oneplus,OnePlus6,ONEPLUS A6000,4,-26,3
oneplus,OnePlus6,ONEPLUS A6003,4,-29,3
oneplus,OnePlus6TSingle,ONEPLUS A6013,1,-21,1
oneplus,OnePlus6T,ONEPLUS A6013,1,-21,3
oneplus,A0001,One,4,-25,1
oneplus,Oneplus_Dosa_IN,Oneplus_Dosa_IN,4,-25,1
orbic,R370H,R370L,5,-26,1
orbic,Orbic-RC506LT,RC506LT,5,-26,1
orbic,RC555L,RC555L,5,-26,3
razer,pearlyn,Forge,5,-25,1
razer,cheryl,Phone,7,-26,3
razer,cheryl_ckh,Phone,5,-25,1
razer,aura,Phone 2,3,-24,3
razer,linus,Phone 2,3,-24,1
razer,bolt,Phone 2,3,-24,1
samsung,403SC,403SC,5,-24,1
samsung,404SC,404SC,4,-23,1
samsung,SGH_T939,Behold II,5,-24,1
samsung,gd1,EK-GC100,5,-24,1
samsung,gd1can,EK-GC100,5,-24,1
samsung,gd1wifi,EK-GC110,5,-24,1
samsung,gd1wifiany,EK-GC110,5,-24,1
samsung,gd1ltevzw,EK-GC120,5,-24,1
samsung,sf2wifi,EK-GC200,5,-24,1
samsung,u0lte,EK-GN100,5,-24,1
samsung,u0lte,EK-GN120,5,-24,1
samsung,u0lte,EK-GN120A,5,-24,1
samsung,u0lteue,EK-GN120A,5,-24,1
samsung,gd1ktt,EK-KC100K,5,-24,1
samsung,gd1skt,EK-KC100S,5,-24,1
samsung,gd1ltektt,EK-KC120K,5,-24,1
samsung,gd1ltelgt,EK-KC120L,5,-24,1
samsung,gd1lteskt,EK-KC120S,5,-24,1
samsung,zanin,GT-B5330,5,-24,1
samsung,zanin,GT-B5330B,5,-24,1
samsung,zanin,GT-B5330L,5,-24,1
samsung,GT-B5510,GT-B5510,5,-24,1
samsung,GT-B5510B,GT-B5510B,5,-24,1
samsung,GT-B5510L,GT-B5510L,5,-24,1
samsung,GT-B5512,GT-B5512,5,-24,1
samsung,GT-B5512B,GT-B5512B,5,-24,1
samsung,GT-B7510,GT-B7510,5,-24,1
samsung,GT-B7510B,GT-B7510B,5,-24,1
samsung,GT-B7510L,GT-B7510L,5,-24,1
samsung,lucas,GT-B7810,5,-24,1
samsung,GT-B9062,GT-B9062,5,-24,1
samsung,GT-B9120,GT-B9120,5,-24,1
samsung,spcwifiany,GT-B9150,5,-24,1
samsung,spcwifi,GT-B9150,5,-24,1
samsung,ironcmcc,GT-B9388,5,-24,1
samsung,GT-I5500,GT-I5500,5,-24,1
samsung,GT-I5500B,GT-I5500B,5,-24,1
samsung,GT-I5500L,GT-I5500L,5,-24,1
samsung,GT-I5500M,GT-I5500M,5,-24,1
samsung,GT-I5503,GT-I5503,5,-24,1
samsung,GT-I5503T,GT-I5503T,5,-24,1
samsung,GT-I5508,GT-I5508,5,-24,1
samsung,GT-I5510,GT-I5510,5,-24,1
samsung,GT-I5510L,GT-I5510L,5,-24,1
samsung,GT-I5510M,GT-I5510M,5,-24,1
samsung,GT-I5510T,GT-I5510T,5,-24,1
samsung,spica,GT-I5700,5,-24,1
samsung,GT-I5700,GT-I5700,5,-24,1
samsung,GT-I5700,GT-I5700L,5,-24,1
samsung,spica,GT-I5700L,5,-24,1
samsung,GT-I5700L,GT-I5700L,5,-24,1
samsung,spica,GT-I5700R,5,-24,1
samsung,GT-I5700,GT-I5700R,5,-24,1
samsung,GT-I5800,GT-I5800,5,-24,1
samsung,GT-I5800D,GT-I5800D,5,-24,1
samsung,GT-I5800L,GT-I5800L,5,-24,1
samsung,GT-I5800,GT-I5800L,5,-24,1
samsung,GT-I5801,GT-I5801,5,-24,1
samsung,GT-I8150,GT-I8150,5,-24,1
samsung,GT-I8150B,GT-I8150B,5,-24,1
samsung,GT-I8150T,GT-I8150T,5,-24,1
samsung,GT-I8160,GT-I8160,5,-24,1
samsung,GT-I8160L,GT-I8160L,5,-24,1
samsung,GT-I8160P,GT-I8160P,5,-24,1
samsung,golden,GT-I8190,5,-24,1
samsung,golden,GT-I8190L,5,-24,1
samsung,golden,GT-I8190N,5,-24,1
samsung,golden,GT-I8190T,5,-24,1
samsung,goldenvess3g,GT-I8200,5,-24,1
samsung,goldenve3g,GT-I8200L,5,-24,1
samsung,goldenve3g,GT-I8200N,5,-24,1
samsung,goldenvess3g,GT-I8200Q,5,-24,1
samsung,GT-I8250,GT-I8250,5,-24,1
samsung,vastoicmcc,GT-I8258,5,-24,1
samsung,arubaslimss,GT-I8260,5,-24,1
samsung,arubaslimss,GT-I8260E,5,-24,1
samsung,arubaslimss,GT-I8260L,5,-24,1
samsung,arubaslim,GT-I8262,5,-24,1
samsung,arubaslim,GT-I8262B,5,-24,1
samsung,aruba3gchn,GT-I8262D,5,-24,1
samsung,aruba3gcmcc,GT-I8268,5,-24,1
samsung,GT-I8530,GT-I8530,5,-24,1
samsung,delos3gss,GT-I8550E,5,-24,1
samsung,delos3gss,GT-I8550L,5,-24,1
samsung,delos3geur,GT-I8552,5,-24,1
samsung,delos3gchn,GT-I8552,5,-24,1
samsung,delos3geur,GT-I8552B,5,-24,1
samsung,delos3gcmcc,GT-I8558,5,-24,1
samsung,cane3g,GT-I8580,5,-24,1
samsung,expresslte,GT-I8730,5,-24,1
samsung,expresslte,GT-I8730T,5,-24,1
samsung,GT-I9000,GT-I9000,5,-24,1
samsung,GT-I9000B,GT-I9000B,5,-24,1
samsung,GT-I9000M,GT-I9000M,5,-24,1
samsung,GT-I9000T,GT-I9000T,5,-24,1
samsung,GT-I9001,GT-I9001,5,-24,1
samsung,GT-I9003,GT-I9003,5,-24,1
samsung,GT-I9003L,GT-I9003L,5,-24,1
samsung,GT-I9008L,GT-I9008L,5,-24,1
samsung,GT-I9010,GT-I9010,5,-24,1
samsung,GT-I9018,GT-I9018,5,-24,1
samsung,GT-I9050,GT-I9050,5,-24,1
samsung,baffinlite,GT-I9060,5,-24,1
samsung,grandneove3g,GT-I9060C,5,-24,1
samsung,grandneove3g,GT-I9060I,5,-24,1
samsung,baffinlite,GT-I9060L,5,-24,1
samsung,grandneove3g,GT-I9060M,5,-24,1
samsung,baffinlitedtv,GT-I9063T,5,-24,1
samsung,GT-I9070,GT-I9070,5,-24,1
samsung,GT-I9070P,GT-I9070P,5,-24,1
samsung,baffinss,GT-I9080E,5,-24,1
samsung,baffinss,GT-I9080L,5,-24,1
samsung,baffin,GT-I9082,5,-24,1
samsung,baffinlite,GT-I9082C,5,-24,1
samsung,baffin,GT-I9082L,5,-24,1
samsung,baffin,GT-I9082i,5,-24,1
samsung,GT-I9100,GT-I9100,5,-24,1
samsung,GT-I9100G,GT-I9100G,5,-24,1
samsung,GT-I9100M,GT-I9100M,5,-24,1
samsung,GT-I9100P,GT-I9100P,5,-24,1
samsung,GT-I9100T,GT-I9100T,5,-24,1
samsung,GT-I9103,GT-I9103,5,-24,1
samsung,s2ve,GT-I9105,5,-24,1
samsung,s2vep,GT-I9105P,5,-24,1
samsung,GT-I9108,GT-I9108,5,-24,1
samsung,t1cmcc,GT-I9108,5,-24,1
samsung,baffinrd,GT-I9118,5,-24,1
samsung,baffincmcc,GT-I9128,5,-24,1
samsung,baffinvetd3g,GT-I9128E,5,-24,1
samsung,baffinvetd3g,GT-I9128I,5,-24,1
samsung,baffincmcc,GT-I9128V,5,-24,1
samsung,craterss,GT-I9150,5,-24,1
samsung,crater,GT-I9152,5,-24,1
samsung,craterq3g,GT-I9152P,5,-24,1
samsung,cratertd3g,GT-I9158,5,-24,1
samsung,craterq3g,GT-I9158P,5,-24,1
samsung,megapluslte,GT-I9158V,5,-24,1
samsung,baffinq3g,GT-I9168,5,-24,1
samsung,baffinq3g,GT-I9168I,5,-24,1
samsung,serrano3g,GT-I9190,5,-24,1
samsung,serranods,GT-I9192,5,-24,1
samsung,serranove3g,GT-I9192I,5,-24,1
samsung,serranolte,GT-I9195,5,-24,1
samsung,serranovelte,GT-I9195I,5,-24,1
samsung,serranolte,GT-I9195L,5,-24,1
samsung,serranolte,GT-I9195T,5,-24,1
samsung,serranolte,GT-I9195X,5,-24,1
samsung,serranolte,GT-I9197,5,-24,1
samsung,melius3g,GT-I9200,5,-24,1
samsung,meliuslte,GT-I9205,5,-24,1
samsung,melius3g,GT-I9208,5,-24,1
samsung,GT-I9210,GT-I9210,5,-24,1
samsung,GT-I9210T,GT-I9210T,5,-24,1
samsung,GT-I9220,GT-I9220,5,-24,1
samsung,GT-I9228,GT-I9228,5,-24,1
samsung,ks02lte,GT-I9230,5,-24,1
samsung,ks02lte,GT-I9235,5,-24,1
samsung,superior,GT-I9260,5,-24,1
samsung,superiorchn,GT-I9260,5,-24,1
samsung,superiorcmcc,GT-I9268,5,-24,1
samsung,jactivelte,GT-I9295,5,-24,1
samsung,m0,GT-I9300,5,-24,1
samsung,m0chn,GT-I9300,5,-24,1
samsung,s3ve3gdsdd,GT-I9300I,5,-24,1
samsung,s3ve3gds,GT-I9300I,5,-24,1
samsung,s3ve3g,GT-I9300I,5,-24,1
samsung,s3ve3gdd,GT-I9300I,5,-24,1
samsung,m0,GT-I9300T,5,-24,1
samsung,s3ve3g,GT-I9301I,5,-24,1
samsung,s3ve3g,GT-I9301Q,5,-24,1
samsung,m3,GT-I9305,5,-24,1
samsung,m3,GT-I9305N,5,-24,1
samsung,m3,GT-I9305T,5,-24,1
samsung,m0cmcc,GT-I9308,5,-24,1
samsung,s3ve3g,GT-I9308I,5,-24,1
samsung,ja3g,GT-I9500,5,-24,1
samsung,ja3gchnduos,GT-I9502,5,-24,1
samsung,jflte,GT-I9505,5,-24,1
samsung,jgedlte,GT-I9505G,5,-24,1
samsung,jfwifi,GT-I9505X,5,-24,1
samsung,ks01lte,GT-I9506,5,-24,1
samsung,jftdd,GT-I9507,5,-24,1
samsung,jftdd,GT-I9507V,5,-24,1
samsung,jflte,GT-I9508,5,-24,1
samsung,jflte,GT-I9508C,5,-24,1
samsung,jsglte,GT-I9508V,5,-24,1
samsung,jfvelte,GT-I9515,5,-24,1
samsung,jfvelte,GT-I9515L,5,-24,1
samsung,kona3g,GT-N5100,5,-24,1
samsung,kona3g,GT-N5105,5,-24,1
samsung,konawifi,GT-N5110,5,-24,1
samsung,konalte,GT-N5120,5,-24,1
samsung,GT-N7000,GT-N7000,5,-24,1
samsung,GT-N7000B,GT-N7000B,5,-24,1
samsung,GT-N7005,GT-N7005,5,-24,1
samsung,t03gchn,GT-N7100,5,-24,1
samsung,t03g,GT-N7100,5,-24,1
samsung,t03g,GT-N7100T,5,-24,1
samsung,t03gchnduos,GT-N7102,5,-24,1
samsung,t03gcuduos,GT-N7102,5,-24,1
samsung,t03gcuduos,GT-N7102i,5,-24,1
samsung,t03gchnduos,GT-N7102i,5,-24,1
samsung,t0lte,GT-N7105,5,-24,1
samsung,t0lte,GT-N7105T,5,-24,1
samsung,t03gcmcc,GT-N7108,5,-24,1
samsung,t0ltecmcc,GT-N7108D,5,-24,1
samsung,p4noterf,GT-N8000,5,-24,1
samsung,p4noterf,GT-N8005,5,-24,1
samsung,p4notewifiww,GT-N8010,5,-24,1
samsung,p4notewifi,GT-N8013,5,-24,1
samsung,p4notelte,GT-N8020,5,-24,1
samsung,GT-P1000,GT-P1000,5,-24,1
samsung,GT-P1000L,GT-P1000L,5,-24,1
samsung,GT-P1000M,GT-P1000M,5,-24,1
samsung,GT-P1000N,GT-P1000N,5,-24,1
samsung,GT-P1000R,GT-P1000R,5,-24,1
samsung,GT-P1000T,GT-P1000T,5,-24,1
samsung,GT-P1010,GT-P1010,5,-24,1
samsung,GT-P1013,GT-P1013,5,-24,1
samsung,espressorf,GT-P3100,5,-24,1
samsung,espressorf,GT-P3100B,5,-24,1
samsung,espressorf,GT-P3105,5,-24,1
samsung,espressorfcmcc,GT-P3108,5,-24,1
samsung,espressowifi,GT-P3110,5,-24,1
samsung,espressowifi,GT-P3113,5,-24,1
samsung,espresso10rf,GT-P5100,5,-24,1
samsung,espresso10wifi,GT-P5110,5,-24,1
samsung,espresso10wifi,GT-P5113,5,-24,1
samsung,santos103g,GT-P5200,5,-24,1
samsung,santos10wifi,GT-P5210,5,-24,1
samsung,santos10wifi,GT-P5210XD1,5,-24,1
samsung,santos10lte,GT-P5220,5,-24,1
samsung,GT-P6200,GT-P6200,5,-24,1
samsung,GT-P6200L,GT-P6200L,5,-24,1
samsung,GT-P6201,GT-P6201,5,-24,1
samsung,GT-P6210,GT-P6210,5,-24,1
samsung,GT-P6211,GT-P6211,5,-24,1
samsung,GT-P6800,GT-P6800,5,-24,1
samsung,GT-P6810,GT-P6810,5,-24,1
samsung,p3,GT-P7100,5,-24,1
samsung,GT-P7300,GT-P7300,5,-24,1
samsung,GT-P7300B,GT-P7300B,5,-24,1
samsung,GT-P7310,GT-P7310,5,-24,1
samsung,GT-P7320,GT-P7320,5,-24,1
samsung,GT-P7320T,GT-P7320T,5,-24,1
samsung,GT-P7500,GT-P7500,5,-24,1
samsung,GT-P7500D,GT-P7500D,5,-24,1
samsung,GT-P7500M,GT-P7500M,5,-24,1
samsung,GT-P7500R,GT-P7500R,5,-24,1
samsung,GT-P7500V,GT-P7500V,5,-24,1
samsung,GT-P7501,GT-P7501,5,-24,1
samsung,GT-P7503,GT-P7503,5,-24,1
samsung,GT-P7510,GT-P7510,5,-24,1
samsung,GT-P7511,GT-P7511,5,-24,1
samsung,mintss,GT-S5280,5,-24,1
samsung,mint,GT-S5282,5,-24,1
samsung,mintts,GT-S5283B,5,-24,1
samsung,GT-S5300,GT-S5300,5,-24,1
samsung,GT-S5300B,GT-S5300B,5,-24,1
samsung,GT-S5300L,GT-S5300L,5,-24,1
samsung,coriplus,GT-S5301,5,-24,1
samsung,coriplus,GT-S5301B,5,-24,1
samsung,coriplus,GT-S5301L,5,-24,1
samsung,GT-S5302,GT-S5302,5,-24,1
samsung,GT-S5302B,GT-S5302B,5,-24,1
samsung,coriplusds,GT-S5303,5,-24,1
samsung,coriplusds,GT-S5303B,5,-24,1
samsung,corsicass,GT-S5310,5,-24,1
samsung,corsicass,GT-S5310B,5,-24,1
samsung,corsicave3g,GT-S5310C,5,-24,1
samsung,corsicass,GT-S5310E,5,-24,1
samsung,corsicass,GT-S5310G,5,-24,1
samsung,corsicave3g,GT-S5310I,5,-24,1
samsung,corsicass,GT-S5310L,5,-24,1
samsung,corsicave3g,GT-S5310M,5,-24,1
samsung,corsicave3g,GT-S5310N,5,-24,1
samsung,corsicass,GT-S5310T,5,-24,1
samsung,corsica,GT-S5312,5,-24,1
samsung,corsica,GT-S5312B,5,-24,1
samsung,corsicaveds3gvj,GT-S5312C,5,-24,1
samsung,corsica,GT-S5312L,5,-24,1
samsung,corsicaveds3gvj,GT-S5312M,5,-24,1
samsung,GT-S5360,GT-S5360,5,-24,1
samsung,GT-S5360B,GT-S5360B,5,-24,1
samsung,GT-S5360L,GT-S5360L,5,-24,1
samsung,GT-S5360T,GT-S5360T,5,-24,1
samsung,GT-S5363,GT-S5363,5,-24,1
samsung,GT-S5367,GT-S5367,5,-24,1
samsung,GT-S5368,GT-S5368,5,-24,1
samsung,GT-S5369,GT-S5369,5,-24,1
samsung,GT-S5570,GT-S5570,5,-24,1
samsung,GT-S5570B,GT-S5570B,5,-24,1
samsung,GT-S5570I,GT-S5570I,5,-24,1
samsung,GT-S5570L,GT-S5570L,5,-24,1
samsung,GT-S5578,GT-S5578,5,-24,1
samsung,GT-S5660,GT-S5660,5,-24,1
samsung,GT-S5660B,GT-S5660B,5,-24,1
samsung,GT-S5660L,GT-S5660L,5,-24,1
samsung,GT-S5660M,GT-S5660M,5,-24,1
samsung,GT-S5660V,GT-S5660V,5,-24,1
samsung,GT-S5670,GT-S5670,5,-24,1
samsung,GT-S5670B,GT-S5670B,5,-24,1
samsung,GT-S5670L,GT-S5670L,5,-24,1
samsung,GT-S5690,GT-S5690,5,-24,1
samsung,GT-S5690L,GT-S5690L,5,-24,1
samsung,GT-S5690M,GT-S5690M,5,-24,1
samsung,GT-S5690R,GT-S5690R,5,-24,1
samsung,GT-S5698,GT-S5698,5,-24,1
samsung,GT-S5820,GT-S5820,5,-24,1
samsung,GT-S5830,GT-S5830,5,-24,1
samsung,GT-S5830B,GT-S5830B,5,-24,1
samsung,GT-S5830C,GT-S5830C,5,-24,1
samsung,GT-S5830D,GT-S5830D,5,-24,1
samsung,GT-S5830F,GT-S5830F,5,-24,1
samsung,GT-S5830G,GT-S5830G,5,-24,1
samsung,GT-S5830L,GT-S5830L,5,-24,1
samsung,GT-S5830M,GT-S5830M,5,-24,1
samsung,GT-S5830T,GT-S5830T,5,-24,1
samsung,GT-S5830V,GT-S5830V,5,-24,1
samsung,GT-S5830i,GT-S5830i,5,-24,1
samsung,GT-S5831i,GT-S5831i,5,-24,1
samsung,GT-S5838,GT-S5838,5,-24,1
samsung,GT-S5839i,GT-S5839i,5,-24,1
samsung,ivoryss,GT-S6010,5,-24,1
samsung,ivoryss,GT-S6010L,5,-24,1
samsung,ivory,GT-S6012,5,-24,1
samsung,ivory,GT-S6012B,5,-24,1
samsung,GT-S6102,GT-S6102,5,-24,1
samsung,GT-S6102B,GT-S6102B,5,-24,1
samsung,GT-S6102E,GT-S6102E,5,-24,1
samsung,GT-S6108,GT-S6108,5,-24,1
samsung,royvedtv,GT-S6293T,5,-24,1
samsung,royssvedtv,GT-S6293T,5,-24,1
samsung,royss,GT-S6310,5,-24,1
samsung,royss,GT-S6310B,5,-24,1
samsung,royss,GT-S6310L,5,-24,1
samsung,royssnfc,GT-S6310N,5,-24,1
samsung,royss,GT-S6310T,5,-24,1
samsung,roy,GT-S6312,5,-24,1
samsung,royssdtv,GT-S6313T,5,-24,1
samsung,roydtv,GT-S6313T,5,-24,1
samsung,GT-S6352,GT-S6352,5,-24,1
samsung,GT-S6358,GT-S6358,5,-24,1
samsung,GT-S6500,GT-S6500,5,-24,1
samsung,GT-S6500D,GT-S6500D,5,-24,1
samsung,GT-S6500L,GT-S6500L,5,-24,1
samsung,GT-S6500T,GT-S6500T,5,-24,1
